,genre,artist,album,song,lyrics
1966,Hip-Hop,Holiday Billie,Miscellaneous ,VIOLETS FOR YOUR FURS ,"Holiday Billie
Miscellaneous
VIOLETS FOR YOUR FURS
It was winter in Manhattan
Falling snowflakes filled the air
The streets were covered with a film of ice
But a little simple magic that I'd heard about somewhere
Changed the weather all around, just within a trice

You bought me violets for my furs
And it was spring for a while, remember?
You bought me violets for my furs
And there was april in that december
The snow drifted on the flowers and melted where it lay
The snow looked like dew on the blossoms
As on a summer day

You bought me violets for my furs
And there was blue in the wintry sky
You pinned the violets to my furs
And gave a lift to the crowds passing by
You smiled at me so sweetly
Since then one thought occurs
That we fell in love completely
The day you bought me violets for my furs"
1967,Hip-Hop,Holiday Billie,Miscellaneous ,WEEP NO MORE ,"Holiday Billie
Miscellaneous
WEEP NO MORE
Gordon Jenkins / Tom Adair

I'm just about fed up
I've finally had my fill
Of sitting around and crying in my beer
I've drunk the bitter cup
I've downed the bitter pill
While waiting for the silver lining to appear

I'm going to stack my blues up
On the very highest shelf
I'm going to pack my blues up
And get wise to myself

(Weep no more, my baby)
(Weep no more, my baby)
Weep no more
I'm going to weep no more
I'm putting an end to this lonesome game
(It's such a lonesome game this crying)

Cry no tears, I'm going to cry no tears
Each time that I happen to hear his name
(I hear his name)
I'm going out on the town
This hopeless torch I will drown
'Cause I'm tired of running around
(Running around)
With just a memory
Weep no more, I'm going to weep no more
Till somebody weeps
(Until somebody weeps) For me"
1968,Hip-Hop,Holiday Billie,Miscellaneous ,WE'LL BE TOGETHER AGAIN ,"Holiday Billie
Miscellaneous
WE'LL BE TOGETHER AGAIN
Carl Fischer / Frankie Laine

No tears
No fears
Remember there's always tomorrow
So what if we have to part
We'll be together again

Your kiss
Your smile
Are memories I'll treasure forever
So try thinking with your heart
We'll be together again

*:
Times when I know you'll be lonesome
Times when I know you'll be sad
Don't let temptation surround you
Don't let the blues make you bad

Some day
Some way
We both have a lifetime before us
For parting is not goodbye
We'll be together again.

(Repeat from *)"
1969,Hip-Hop,Holiday Billie,Miscellaneous ,WHAT A LITTLE MOONLIGHT CAN DO ,"Holiday Billie
Miscellaneous
WHAT A LITTLE MOONLIGHT CAN DO
Harry Woods

Ooh, ooh, ooh
What a little moonlight can do
Ooh, ooh, ooh
What a little moonlight can do to you
You're in love
Your heart's fluttering all day long
You only stutter cause your poor tongue
Just will not utter the words
'I love you'
Ooh, ooh, ooh
What a little moonlight can do
Wait a while
Till a little moonbeam comes peepin' through
He'll get bored
You can't resist him
All you'll say
When you have kissed him is
Ooh, ooh, ooh

What a little moonlight can do
Ooh, ooh, ooh"
1970,Hip-Hop,Holiday Billie,Miscellaneous ,"WHAT A NIGHT, WHAT A MOON, WHAT A GIRL ","Holiday Billie
Miscellaneous
WHAT A NIGHT, WHAT A MOON, WHAT A GIRL
John Jacob Loeb

What a night!
What a moon'
What a boy!
What a moon'
What a night!
What a boy!
Those white clouds hang in the air
Like toy balloons
Say, they just hang in the air
That's made for honeymoons
What a hug!

What a kiss!

What a boy!

What a game!  Oh, what bliss!
What a boy!

Is it a wonder
My heart is full of joy?
What a night!
What a moon'
What a boy!"
1971,Hip-Hop,Holiday Billie,Miscellaneous ,WHAT IS THIS GOING TO GET US? ,"Holiday Billie
Miscellaneous
WHAT IS THIS GOING TO GET US?
Irene Wilson / Arthur Herzog Jr.

What is this going to get us
Where are we headin' in
When do we start to I rye dear
When do we really begin

What is this going to get us
Hanging around till tour
Saying goodnight at daybreak
Kissing goodbye in the doorway

We can go on the way we've gone
I'm at the end of my rope
I can't live on love I've so much of
And I can't keep livin' on hope

What is this going to get us
Only an aching heart
When is this going to get us
Together never to part"
1972,Hip-Hop,Holiday Billie,Miscellaneous ,WHAT SHALL I SAY ,"Holiday Billie
Miscellaneous
WHAT SHALL I SAY
Peter Tinturin

What shall I say
When our neighbours want us to come to tea?
They don't know you're not with me
What shall I say?

What shall I say
When the phone rings and someone asks for you
They don't know I ask for you too
What shall I say?

How can I hide the tears inside
How can I face the crowd?
I can,make lips of mine be still
But my heart sighs too loud

I could explain that
You're only gone for a walk to shop
But after the week is up
What shall I say?"
1973,Hip-Hop,Holiday Billie,Miscellaneous ,WHAT IS THIS THING CALLED LOVE? ,"Holiday Billie
Miscellaneous
WHAT IS THIS THING CALLED LOVE?
Cole Porter

What is this thing called love?
This funny thing called love?
Just who can solve its mystery?
Why should it make a fool of me?

I saw you there one wonderful day
You took my heart and trew it away
That's why I ask the Lord in Heaven above
What is this thing called love?"
1974,Hip-Hop,Holiday Billie,Miscellaneous ,WHEN A WOMAN LOVES A MAN ,"Holiday Billie
Miscellaneous
WHEN A WOMAN LOVES A MAN
Johnny Mercer / Bernie Hanighen / Gordon Jenkins

Maybe he's not much, just another man
Doing what he can
But what does she care
When a woman loves a man
She'll just string along
All through thick and thin
Till his ship comes in
It's always that way
When a woman love a man
She'll be the first one to praise him
When he's goin' strong
The last one to blame him
When everything's wrong
It's such a one-sided game that they play
But women are funny that way
Tell her she's a fool
She'll say yes, I know
But I love him so
And that's how it goes
When a woman loves a man
Tel I her she's a fool
She'll say yes, I know
But I love him so
And that's how if goes
When a woman loves a man"
1975,Hip-Hop,Holiday Billie,Miscellaneous ,WHEN IT'S SLEEPY TIME DOWN SOUTH ,"Holiday Billie
Miscellaneous
WHEN IT'S SLEEPY TIME DOWN SOUTH
Leon Ren¨¦ / Otis Ren¨¦ / Clarence Muse

Homesick, tired, all alone in a big city
Why should eveybody pity me?
Nighttime falling, and I'm yearning for Virginia
Hospitality within ya calls me

Pale moon shining on the fields below
Folks are crooning songs soft and low
Need not tell me so,
Because I know it's sleepy time down south

Softs winds blowing thru the pinewood trees
Folks down there live a life of ease
When the twilight brings the evening breeze
It's sleepy time down south
Steamboats on the river, a coming, a going
Splashing the night away

Hear those banjos ringing,
The folks are all singing
They dance till break of day
Dear old Southland with its dreamy songs
Takes back there where I belong
I'll find heaven in my mothers arms
When it's sleepy time down south"
1976,Hip-Hop,Holiday Billie,Miscellaneous ,WHEN YOU'RE SMILING ,"Holiday Billie
Miscellaneous
WHEN YOU'RE SMILING
Mark Fisher / Joe Goodwin / Larry Shay

When you're smiling
When you're smiling
The whole world smiles with you
When you're laughing
When you're laughing
The sun comes shining thru
But when you're crying
You bring on the rain
So stop your sighing be happy again
Keep on smiling
'Cause when you're smiling
The whole world smiles with you"
1977,Hip-Hop,Holiday Billie,Miscellaneous ,WHEN YOUR LOVER HAS GONE ,"Holiday Billie
Miscellaneous
WHEN YOUR LOVER HAS GONE
Einar Aaron Swan

What good is the scheming, the planning and dreaming
That comes with each new love affair
The dreams that we cherish, so often might perish
And leaves you with castles in air

When you're alone, who cares for starlit skies
When you're alone, the magic moonlight dies
At break of dawn, there is no sunrise
When your lover has gone

What lonely hours, the evening shadows bring
What lonely hours, with memories lingering
Like faded flowers, life can't mean anything
When your lover has gone"
1978,Hip-Hop,Holiday Billie,Miscellaneous ,WHERE IS THE SUN? ,"Holiday Billie
Miscellaneous
WHERE IS THE SUN?
John (?) Redmond / Lee David

Oh clouds above me
Where are the birds that used to sing?
Everything's wrong
Oh where is their song of love?

Where is the one
Who said he loved me
Far, like those clouds he used to bring
Can it be true there's somebody new to love?
Listen my heart
Don't feel so bad
Think of the kisses we knew
You know my heart
The moments we had
Maybe he's missing them too
Where is the sun?

Oh clouds above me
Don't lake the dreams to which I cling
Where is the sun?
Oh where is the one I love?"
1979,Hip-Hop,Holiday Billie,Miscellaneous ,WHEREVER YOU ARE ,"Holiday Billie
Miscellaneous
WHEREVER YOU ARE
Cliff Friend / Charlie Tobias

Everywhere in every home
Hope is burning bright
While millions of hearts
Are kneeling, saying, ""tonight!""
Wherever you are
Our hearts are with you

Wherever you are
Our prayers are with you too
All through the darkness
Our faith is your guiding star
May God bless you all
Wherever you are"
1980,Hip-Hop,Holiday Billie,Miscellaneous ,WHO LOVES YOU? ,"Holiday Billie
Miscellaneous
WHO LOVES YOU?
Davis / Cootes

Who loves you
Ask yourself the question
Who loves you, sweetheart
And tel me who thinks of you
A million times a day
And who's blue and lonely, honey
When you're away

Say, who needs you
Needs you every minute
Who fell for you from the start
Oh who just longs for your caresses
You don't have to take three guesses
Who loves you, sweetheart"
1981,Hip-Hop,Holiday Billie,Miscellaneous ,WHO WANTS LOVE? ,"Holiday Billie
Miscellaneous
WHO WANTS LOVE?
Gus Kahn / Franz Waxman

Who wants love?
Love is a joy we borrow
Pay back in tears tomorrow
So who wants love?

Who wants love?
Something to fill your heart with
So very soon to part with
So who wants love?

Love is a dream of weaving
Moonbeams in patterns rare
Love is a child believing
Stories of castles in the air
So who wants love
I'll go away without it
I know too much about it
Who wants love"
1982,Hip-Hop,Holiday Billie,Miscellaneous ,WHY DID I ALWAYS DEPEND ON YOU? ,"Holiday Billie
Miscellaneous
WHY DID I ALWAYS DEPEND ON YOU?
T. McRea / R. Smith / P. Greenwood

Why did I always depend on you
When I knew that you'd end
In another's arms?
As a rule I'm no fool
But it seems where love's concerned
There's no rule for a fool
Who would let his heart be burned

And you intended to fool me too
That's no lie
And you can't deny it's true
From the start in my heart
I knew what you'd do
Why did I depend on you?"
1983,Hip-Hop,Holiday Billie,Miscellaneous ,WHY WAS I BORN? ,"Holiday Billie
Miscellaneous
WHY WAS I BORN?
Oscar Hammerstein II / Jerome Kern

Why was I born
Why am I livin'
What do I get
What am I givin'
Why do I want for things
I dare not hope for
What can I hope for
I wish I knew
Why do I try
To draw you near me
Why do I cry
You never hear me
I'm a poor fool
But what can I do
Oh baby why was I born
To love you"
1984,Hip-Hop,Holiday Billie,Miscellaneous ,WILLOW WEEP FOR ME ,"Holiday Billie
Miscellaneous
WILLOW WEEP FOR ME
Ann Ronell

Willow weep for me
Willow weep for me
Bent your branches down along the ground and cover me
Listen to my plea
Hear me willow and weep for me
Gone my lovely dreams
Lovely summer dreams
Gone and left me here
To wheep my tears along the stream
Sad as I can be
Hear me willow and weep for me
Whisper  to the wind and say thay love has sinned
To leave my heart a sign
And crying alone
Murmur to the night
Hide her starry light
So none will find me sighing
Crying all alone
Wheeping willow tree
Wheeping sympathy
Bent your branches down along the ground and cover me
Listen to me plee
Hear me willow and weep for me
Willow
Willow
Wheep for me"
1985,Hip-Hop,Holiday Billie,Miscellaneous ,WITHOUT YOUR LOVE ,"Holiday Billie
Miscellaneous
WITHOUT YOUR LOVE
Johnny Lange / Stryker

Without your love
I'm like a song without words
Just like a nest without birds
Without your love
Fine sun above
Will never shine at my door
My life holds nothing in store
Without your love
I rode the crest of a wave
With you beside me
Now who's to guide me
Because I'm lost at sea
Without your love
I'm like a plane without wings
A violin with no strings
Without your love

I've rode the crest of a wave
With you beside me
Now who's to guide me
Because I'm lost at sea
Without your love
I'm like a plane without wings
A violin with no strings
Without your love"
1986,Hip-Hop,Holiday Billie,Miscellaneous ,WITH THEE I SWING ,"Holiday Billie
Miscellaneous
WITH THEE I SWING
Basil George Adlam / Alexander Hyde / Stillman

With thee I swing, baby
With thee it's just not a trance
With thee I cling, baby
Whenever I get a chance

With thee I swing, baby
For thou art so entrancin'
My heart goes bing, baby
Whenever we start to dance

With all the others
I'm only marking time
But in your arms I melt away
Like ice cream on a summer's day
Just one more thing, baby
My life won't he worthwhile
Till down the middle aisle
With thee I swing, baby"
1987,Hip-Hop,Holiday Billie,Miscellaneous ,YANKEE DOODLE NEVER WENT TO TOWN ,"Holiday Billie
Miscellaneous
YANKEE DOODLE NEVER WENT TO TOWN
Arthur Freed / Bernie Hanighan

Yankee Doodle never went to town
I just discovered the story was phony
Let me give you all the real low-down
He didn't even own a pony
He was really very short and fat
While in the story so skinny and moany
And so hungry that he ate his hat
And called the felt macaroni
Underneath the chestnut tree
He and the blacksmith would sip that tea
Then he'd bring out his uniform down
That's how he went to town

Yankee Doodle tried to leave one day
Took his belongings and mounted his saddle
But he never got it on his way
Cause he didn't have a pony
And the fairy tale is phony
How could Yankee Doodle go to town?"
1988,Hip-Hop,Holiday Billie,Miscellaneous ,YESTERDAYS ,"Holiday Billie
Miscellaneous
YESTERDAYS
Jerome Kern / Otto Harbach

Yesterdays
Days are new as happy sweet
Sequestered days
Olden days
Golden days
Days of mad romance and love
Them gay youth was mine
Truth was mine
Join us be in flame and live
Then sooth was mine
Sad and mired
Glad and mired
For today I'm dreamin' of
Yesterdays"
1989,Hip-Hop,Holiday Billie,Miscellaneous ,(YOU AIN'T GONNA BOTHER ME) NO MORE ,"Holiday Billie
Miscellaneous
(YOU AIN'T GONNA BOTHER ME) NO MORE
Toots Camarata / Bob Russell

You ain't gonna bother me no more
Nohow
Love just goes so far
No more
Woke up this morining and found
I didn't care for you no more
Nohow
Never felt so good before
You're down to my size
It's over and done
So honey, step down from your throne
That look in your eyes
Don't bother me none
Can take or leave you alone
From my window
Skys ain't grey nomore
Not now
Here's the day
That I've been waiting for
Got only one heart
One heart with no spares
Must save it for loving
Somebody who cares
So you ain't gonna bother me
No more, no more"
1990,Hip-Hop,Holiday Billie,Miscellaneous ,YOU BETTER GO NOW ,"Holiday Billie
Miscellaneous
YOU BETTER GO NOW
Irvin Graham / S. Bickley Reichner

You better go now
Because I like you much, too much
You have a way with you
You ought to know now
Just why I like you very much
The night was gay with you

There's the moon above
And it gives my heart a lot of swing
In your eyes there's love
And the way I feel it must be spring
I want you so now
You have lips I love to touch
You better go now
You better go, 'cause I like you much, too much"
1991,Hip-Hop,Holiday Billie,Miscellaneous ,YOU CAN'T BE MINE (AND SOMEONE ELSE'S TOO) ,"Holiday Billie
Miscellaneous
YOU CAN'T BE MINE (AND SOMEONE ELSE'S TOO)
J.C. Johnson / C. Webb

You can't be mine
And someone else's too
Someday you'll find
I've been a friend to you
I don't believe that life's worth living
I gave you all there was worth giving
You never cared how I fared or what I do

I called you mine but I was not to blame
For all the time you played up to
Hand and game
Second hand love I can't see
It's good for some but not for me
You can't be mine
And somene else's too"
1992,Hip-Hop,Holiday Billie,Miscellaneous ,YOU CAN'T LOSE A BROKEN HEART ,"Holiday Billie
Miscellaneous
YOU CAN'T LOSE A BROKEN HEART
James P. Johnson / Flournoy E. Miller

Don't lose your head
Then lose your guy
You can't lose a broken heart

If you ever break up
Then try to make up
It's tough to make a brand new start

Take a walk
Think it over
While strolling neath the moon
Don't say things in December
You'll regret in June

Ware your remark
Before you speak
Or you may be sorry soon,
Don't be eratic
Be diplomatic
To keep your heart's in tune

Cruel harsh words
Often spoken
Will upset your applecart
So don't lose your head
Then lose your guy
Cus, you can't lose a broken heart
No, you can't lose a broken heart!"
1993,Hip-Hop,Holiday Billie,Miscellaneous ,YOU DON'T KNOW WHAT LOVE IS ,"Holiday Billie
Miscellaneous
YOU DON'T KNOW WHAT LOVE IS
Don Raye / Gene DePaul

You don't know what love is
Until you've learned the meaning of the blues
Until you've loved a love you've had to lose
You don't know what love is

You don't know how lips hurt
Until you've kissed and had to pay the cost
Until you've flipped your heart and you have lost
You don't know what love is"
1994,Hip-Hop,Holiday Billie,Miscellaneous ,YOU GO TO MY HEAD ,"Holiday Billie
Miscellaneous
YOU GO TO MY HEAD
Haven Gillespie / J. Fred Coots

You go to my head
You linger like a haunting refrain
And I find you spinning round
In my brain
Like the bubbles in a glass of champagne
You go to my head
Like a sip of sparkling burgundy brew
And I find the very mention of you
Like the kicker in a julep or two
The thrill of the thought
That you might give a thought
To my plea, casts a spell over me
Still I say to myself
Get ahold of yourself
Can't you see that it never can be
You go to my head with a smile
That makes my temperature rise
Like a summer with a thousand Julys
You intoxicate my soul with your eyes
Though I'm certain that this heart of mine
Hasn't a ghost of a chance
In this crazy romance
You go to my head, you go to my head

Though I'm certain that this heart of mine
Hasn't a ghost of a chance
In this crazy romance
You go to my head, you go to my head"
1995,Hip-Hop,Holiday Billie,Miscellaneous ,YOU LET ME DOWN ,"Holiday Billie
Miscellaneous
YOU LET ME DOWN
Al Dubin / Harry Warren

You told me that I was like an angel
Told me I was fit to wear a crown
So that you could get a thrill
You put me on a pedestal
And then you let me down, let me down.

You told me that I'd be wearing diamonds
I would have the smartest car in town
Made me think that I'm the top
And then you let the ladder drop
You know you let me down, let me down

I walked upon a rainbow
I clung onto a star
You had me up in heaven
That's why I had to tall so far

I was even looking for a cottage
I was measured for a wedding gown
That how I got cynical
You put me on a pinnacle
And then you let me down, let me down
How you let me down"
1996,Hip-Hop,Holiday Billie,Miscellaneous ,YOU'RE A LUCKY GUY ,"Holiday Billie
Miscellaneous
YOU'RE A LUCKY GUY
Sammy Cahn / Saul Chaplin

You're a lucky guy when you consider
The highest bidder can't buy
The gleam in your eyes
You're a lucky guy
Thank you lucky stars
You've got a honey who wants no money
She'll take you just as you are
Thank you lucky stars
Hey fellow, say fellow
Don't you realise it's fated, you rated
Open up your eyes

You're lucky guy
You're just beginning so have your inning
And let your troubles boom by
No one can deny you're a lucky guy

Hey fellow, say fellow
Look at Mr. Jones
He's there and he's staring
Even he must know

You're a lucky guy
So why not treasure your highest pleasure
And live right up till you die
No one can deny boy
You're a lucky guy"
1997,Hip-Hop,Holiday Billie,Miscellaneous ,YOU'RE GONNA SEE A LOT OF ME ,"Holiday Billie
Miscellaneous
YOU'RE GONNA SEE A LOT OF ME
A. Hoffman / A. Goodhard / M. Curtis

I'm gonna get you, I'm gonna get you
I'll make you love me, wait and see
Both day and night and night and day
You're gonna see a lot of me

I'm gonna haunt you, I'm gonna haunt you
Oh what a pest I'm gonna be
Both day and night and night and day
You're gonna see a lot of me

I'll be the spoon in your coffee
The knife that butters your bread
If I sound a little bit off it
That's because because because
you've gone to my head

If you're in China, I'll go to China
I'll never never let you free
Both day and night and night and day
You're gonna see a lot of me"
1998,Hip-Hop,Holiday Billie,Miscellaneous ,YOU'RE JUST A NO ACCOUNT ,"Holiday Billie
Miscellaneous
YOU'RE JUST A NO ACCOUNT
S. Cahn / S. Chaplin

You're just a no account
You never will amount to nothin' at all
When there is work to do and someone yells for you
You don't hear them call
The Good Lord set aside his Sundays
For folks to rest
More that one day's rest is wrong
You start restin' Sunday and rest so hard
You're tired the whole week long
You're just a no account
You never will amount to nothin' at all

I just can't figure how each time you milk the cow
The tit gets so small
We got machines to do your work for you
But you won't press the button on the wall
You're just a no account
You never will amount to nothin' at all

You're just a no account
You never will amount to nothin'al all
I just can't figure how each time you milk the cow
The tit gets so small
We got machines to do your work for you
But you won't press the button on the wall
You're just a no account
You never will amount to nothin' at all"
1999,Hip-Hop,Holiday Billie,Miscellaneous ,YOU'RE MY THRILL ,"Holiday Billie
Miscellaneous
YOU'RE MY THRILL
Jay Gorney / Sidney Clare

You're my thrill
You do something to me
You send chills right through me
When I look at you
'Cause you're my thrill

You're my thrill
How my pulse increases
I just go to pieces
When I look at you
'Cause you're my thrill

Hmmm-nothing seems to matter
Hmmm-here's my heart on a silver platter
Where's my will
Why this strange desire
That keeps morning higher
When I look at you
I cann't keep still
You're my thrill"
2000,Hip-Hop,Holiday Billie,Miscellaneous ,YOU'RE SO DESIRABLE ,"Holiday Billie
Miscellaneous
YOU'RE SO DESIRABLE
Ray Noble

You're so desirable
I just can't resist you
You're so desirable
I have to give in
That tirm resolve I made
Has vanished away now
I'm happy to say now
You win

You're so adorable
The moment I saw you
It's just deplorable
The fool that I've been
And yet I'm glad
You've got my heart dear
Like a butterfly on a pin
You're so desirable
I had to give in"
2001,Hip-Hop,Holiday Billie,Miscellaneous ,YOU'RE TOO LOVELY TO LAST ,"Holiday Billie
Miscellaneous
YOU'RE TOO LOVELY TO LAST
Teddy McRae / C. Beal / E. Fraser

Just when you are near
When I hold you fast
Then my dreams will whisper
You're too lovely to last.

Lips are saying ""Love""
All worries have passed
And then I get that feeling
You're too lovely to last.

Will I ever know a real love?
So I can forget you
Will I always have to still love?
What am I to do?

Soon the night is gone
Dreams are fading fast
Then I wake up knowing
You're too lovely to last.

Will I ever know a real love?
So I can forget you
Will I always have to still love?
What am I to do?

Soon the night is gone
Dreams are fading fast
Then I wake up knowing
You're too lovely to last
Baby you're too lovely
You're much too lovely to last"
2002,Hip-Hop,Holiday Billie,Miscellaneous ,YOUR MOTHER'S SON-IN-LAW ,"Holiday Billie
Miscellaneous
YOUR MOTHER'S SON-IN-LAW
Alberta Nichols / Mann Holiner

You don't have to have a hanker
To be a broker or a banker
No siree, just simply be
My mother's son-in-law.
Needn't even think of tryin'
To be a mighty social lion
Sipping tea, if you'll be
My mother's son-in-law,
Ain't got the least desire
To set the world on fire
Just wish you'd make it proper
To call my old man papa
You don't have to sing like Bledsoe
You can tell the world I said so
Can't you see you've got to be
My mother's son-in-law.

You don't have to sing like Jessel
You can tell the world I said so
Can't you see, you've got to be
My mother's son-in-law."
2003,Hip-Hop,Holiday Billie,Miscellaneous ,YOURS AND MINE ,"Holiday Billie
Miscellaneous
YOURS AND MINE
Arthur Freed / Nacio Herb Brown

The stars that shine
Are yours and mine
The rainbows in the sky
Are yours and mine
The song of springtime
The lullaby of Fall
The sunshine of summertime
Belong to us all

The moon above
Is yours and mine
The right to fall in love
Is yours and mine
The hope of finding the dream
Our hearts desire
All this is
Yours and mine"
2004,Hip-Hop,Holiday Billie,Miscellaneous ,YOU SHOWED ME THE WAY ,"Holiday Billie
Miscellaneous
YOU SHOWED ME THE WAY
Ella Fitzgerald / Teddy McRae / Chick Webb / Green

You showed me the way
When I was someone in distress
A heart in search of happiness
You showed me the way

My sky was so gray
I never knew I'd feel a thrill
I couldn't dream a dream until
You showed me the way

The moment you found me
The shadows around me
Just disappeard from view
The world became rosy
Each corner so cozy
Darling, all because of you
You showed me the way
And if I've learned that love can be a paradise
For you and me
Here's all I can say
You showed me the way"
2005,Hip-Hop,Holiday Billie,Miscellaneous ,YOU TOOK ADVANTAGE OF ME ,"Holiday Billie
Miscellaneous
YOU TOOK ADVANTAGE OF ME
Richard Rodgers / Lorenz Hart

I'm a sentimental sap, that's all,
what's the use of trying not to fall?
I have no will, you've made your kill
'cause you took advantage of me.
I'm just like an apple on a bough
and you're gonna shake me down somehow,
so what's the use, you've cooked my goose
'cause you took advantage of me.
I'm so hot and bothered that I don't know
my elbow from my ear.
I suffer something awful each time you go
and much worse when you're near.
Here I am with all my bridges burned,
just a babe in arms where you're concerned,
so lock the doors and call me yours
'cause you took advantage of me."
2006,Hip-Hop,Holiday Billie,Miscellaneous ,YOU'VE CHANGED ,"Holiday Billie
Miscellaneous
YOU'VE CHANGED
Bill Carey / Carl Fischer

I've an awfully feelling
That this thought that's been a stealin thru my brain
Is not to be ignored
But to really tell the truth
Though I'm not a well known sleuth
I honestly believe that you are bored
You've changed

That sparkle in your eyes is gone
Your smile is just a careless yawn
You're breaking my heart
You've changed

You've changed
Your kisses now are so blase
You're bored with me in every way
I can't understand
You've changed
You've forgotten the words, ""I love you""
Each memory that we've shared
You ignore every star above you
I can't realize you've ever cared
You've changed

You're not the angel I once knew
No need to tell me what we're through
It's all over now
You've changed"
2007,Hip-Hop,Ella Fitzgerald,Miscellaneous ,Dream a Little Dream of Me ,"Stars shining bright above you
Night breezes seem to whisper, ""I love you""
Birds singing in the sycamore trees
Dream a little dream of me

Say nighty-night and kiss me
Just hold me tight and tell me you'll miss me
While I'm alone and blue as can be
Dream a little dream of me

Stars fading but I linger on, dear
Oh, how you linger on
Still craving your kiss
How you crave my kiss
Now I'm longin' to linger till dawn, dear
Just saying this

Sweet dreams till sunbeams find you
Sweet dreams that leave all worries behind you
But in your dreams whatever they be
Dream a little dream of me

Stars fading but I linger on, dear
Still craving your kiss
Yeah, I'm longin' to linger till dawn, dear
Just saying this

Sweet dreams, dreaming, till sunbeams find you
Keep dreaming, gotta keep dreaming, leave your worries behind you
But in your dreams whatever they be
You've gotta make a me a promise, promise to me
You'll dream, dream a little dream of me"
2008,Hip-Hop,Ella Fitzgerald,Miscellaneous ,Hard Hearted Hannah ,"In old Savannah, I said Savannah
The weather there is nice and warm
The climate's of the southern brand
But here's what I don't understand

They've got a gal there, a pretty gal there
Who's colder than an arctic storm
Got a heart just like a stone
Even nice men leave her alone

They call her, ""Hard hearted Hannah""
The vamp of Savannah
The meanest gal in town
Leather is tough but Hannah's heart is tougher
She's a gal who loves to see men suffer

To tease them and thrill 'em
To torture and kill 'em
Is her delight they say

I saw her at the seashore with a great big pan
There was Hannah pourin' water on a drownin' man

She's hard hearted Hannah
The vamp of Savannah, G A

The call her, ""Hard hearted Hannah""
The vamp of Savannah
The meanest gal in town
Talk of your cold refrigerating mamas
Brother she's a polar bears pajamas

To tease them and thrill 'em
To torture and kill 'em
Is her delight they say

An evening spent with Hannah sitting on your knees
Is like travelin' through Alaska in your BVDs

She's hard hearted Hannah
The vamp of Savannah, G A

Can you imagine a woman as cold as Hannah?
She's got the right name, ""The vamp of Savannah""
Anytime a woman can take a great big pan
Start pourin' water on a drownin' man

She's hard hearted Hannah
The vamp of Savannah, G-A

Ooh, she's sweet as sour milk"
2009,Hip-Hop,Ella Fitzgerald,Miscellaneous ,A Fine Romance ,"A fine romance, with no kisses
A fine romance, my friend this is
We should be like a couple of hot tomatoes
But you're as cold as yesterday's mashed potatoes

A fine romance, you won't nestle
A fine romance, you won't wrestle
I might as well play bridge with my old maid aunt
I haven't got a chance this is a fine romance

A fine romance, my good fellow
You take romance, I'll take jello
You're calmer than the seals in the Arctic Ocean
At least they flap their fins to express emotion

A fine romance with no quarrels
With no insults and all morals
I've never mussed the crease in your blue serge pants
I never get the chance this is a fine romance"
2010,Hip-Hop,Ella Fitzgerald,Miscellaneous ,A Foggy Day ,"I was a stranger in the city
Out of town were the people I knew
I had that feeling of self-pity
What to do, what to do, what to do
The outlook was decidedly blue

But as I walked through the foggy streets alone
It turned out to be the luckiest day I've known

A foggy day in London town
Had me low, had me down
I viewed the morning with alarm
British Museum had lost its charm

How long, I wondered could this thing last
But the age of miracles, hadn't past
For suddenly, I saw you there
And through foggy London town
The sun was shining everywhere

For suddenly, I saw you there
And through foggy London town
The sun was shining everywhere
Everywhere, everywhere, everywhere"
2011,Hip-Hop,Ella Fitzgerald,Miscellaneous ,All the Things You Are ,"You are the promised kiss of springtime
That makes the lonely winter seem long
You are the breathless hush of evening
That trembles on the brink of a lovely song

You are the angel glow that lights a star
The dearest things I know are what you are
Some day my happy arms will hold you
And some day I'll know that moment divine
When all the things you are, are mine

You are the angel glow that lights a star
The dearest things I know are what you are
Some day my happy arms will hold you
And some day I'll know that moment divine
When all the things you are, are mine"
2012,Hip-Hop,Ella Fitzgerald,Miscellaneous ,All My Life ,"All my life
I've been waiting for you
My wonderful one, I've begun
Living all my life

All my love
Has been waiting for you
My life is sublime, now that I'm
Living all my love

You seem so lovely, so far above me
I'm almost afraid to look
But I adore you, I pledge before you
A heart that's an open book

All my life
Hold me close to your heart
But all else above, hold my love
Darling, just hold my love"
2013,Hip-Hop,Ella Fitzgerald,Miscellaneous ,All by Myself ,"All by myself in the morning
All by myself in the night
I sit alone with a table and a chair
So unhappy there, playing solitaire

All by myself I get lonely
Watching the clock on the shelf
I'd love to rest my weary head on somebody's shoulder
I hate to grow older all by myself

All by myself in the morning
All by myself in the night
I sit alone with a table and a chair
So unhappy there, playing solitaire

All by myself I get lonely
Watching the clock on the shelf
I'd love to rest my weary head on somebody's shoulder
I hate to grow older all by myself, all by myself"
2014,Hip-Hop,Ella Fitzgerald,Miscellaneous ,Always ,"I'll be loving you always
With a love that's true always
When the things you've planned need a helping hand
I will understand always, always

Days may not be fair always
That's when I'll be there always
Not for just an hour, not for just a day
Not for just a year but always

I'll be loving you always
With a love that's true always
When the things you've planned need a helping hand
I will understand always, always, always

Days may not be fair always
That's when I'll be there always
Not for just an hour, not for just a day
Not for just a year but always
Not for just an hour, not for just a day
Not for just a year but always"
