,artist,genre,lyrics,song
2433,Nat King Cole,Hip-Hop,The crowd sees dancing Carefree romancing Happy someone new Im laughing outside Crying inside Cause Im still love They see night daytime Having gay time They know I go Im laughing outside Crying inside Cause Im still love No one knows pose Pretending Im glad were apart And I cry eyes dry The tears heart My darling cant make up Ever since breakup Make believe I Im laughing outside Crying inside Cause Im still love I still love,Laughing On The Outside (Crying On The Inside) 
2434,Nat King Cole,Hip-Hop,If I give heart Will handle care Will always treat tenderly And every way fair If I give heart Will give love Will swear true By light shines above And sigh Im sad Smile Im glad And always tonight Think sure Please answer till When promise things Then Ill give heart Think sure Please answer till When promise things Then Ill give heart,If I Give My Heart To You 
2435,Nat King Cole,Hip-Hop,Forgive heart My foolish heart believe were Forgive heart Youre still part everything I Forgive lips If then speak name If still My thrill I blame Forgive dreams In dreams seems face appears Forgive eyes I realize Im wasting tears Dont know haunt But Forgive heart Im still love,Forgive My Heart 
2436,Nat King Cole,Hip-Hop,I cant give anything love baby Thats thing Ive plenty of baby Dream while scheme Were sure find happiness I guess All things always pined Gee Id like see looking swell baby Diamond bracelets Woolworth sell baby Till lucky day know darned well baby I cant give anything love,I Can't Give You Anything 
2437,Nat King Cole,Hip-Hop,Tear star sky And sky feels blue Tear petal rose And rose weeps Take heart away mine And mine surely break My life make So please keep spark awake Would take wings birds So cant fly Would take oceans roar And leave sigh All heart wont let This I beg Dont take love,Don't Take Your Love From Me 
2439,Nat King Cole,Hip-Hop,I must dreaming I must dreaming I must dreaming I must You say love You say want You say need And I cant believe Someone wonderful Could change luck And make dreams come true I must dreaming But Im dreaming Ill go dreaming The rest life Dreaming I must dreaming But Im dreaming Ill go dreaming The rest life Dreaming,I Must Be Dreaming 
2440,Nat King Cole,Hip-Hop,When I take sugar tea All boys jealous Cause I never take gang goes When I take sugar tea Im rowdy dowdy thats Shes high hat baby thats So I never take gang goes When I take sugar tea Every Sunday afternoon We forget cares Rubbing elbows Ritz With millionaires When I take sugar tea Im Ritzy I Cause I never take gang goes When I take sugar tea Every Sunday afternoon We forget cares Rubbing elbows Ritz With millionaires When I take sugar tea Im Ritzy I For I never take gang goes When I take sugar When I take sugar tea,When I Take My Sugar To Tea 
2441,Nat King Cole,Hip-Hop,Is wrong wanting Wanting I do Then one sin life Is wanting Is wrong desire Lips set fire Then one sin life Is wanting Youre temptation My heaven bliss I never knew love Could thrill like So wrong loving Heart soul I Then one sin life Is loving Youre temptation My heaven bliss I never knew love Could thrill like So wrong loving Heart soul I Then one sin life Is loving,My One Sin (In Life) 
2443,Nat King Cole,Hip-Hop,I cant forget night I met Thats Im dreaming And now call madness But I call love You made promise faithful By stars And call madness But I call love My heart beating It keeps repeating For constantly Youre Im needing And Im pleading Please come back You made plaything romance What thinking of For now call madness But I call love You made plaything romance And thinking of For now call madness But I call love,You Call It Madness 
2445,Nat King Cole,Hip-Hop,Who feeds reindeer hay Who wraps gifts packs sleigh Whos helping Santa every day Mrs Santa Claus Who keeps red suit looking nice Who turn advice Who gives brownies spice Mrs Santa Claus She pitter patters around workshop The whole year long Amid happy clatter workshop She sings merry merry Christmas song Who reads notes girls boys Turns order toys Fills every heart wondrous joys Mrs Santa Claus She pitter patters around workshop The whole year long Amid happy clatter workshop She sings merry merry Christmas song Who reads notes girls boys Turns order toys Fills every heart wondrous joys Mrs Santa Claus Mrs Santa Claus,Mrs. Santa Claus 
2446,Nat King Cole,Hip-Hop,I keep goin back Joes To table corner Sippin wine staring door Our old waiter knows were Still sets place Everything way I keep goin back Joes But man plays piano Never plays favorite melody Joe keeps busy bar Never asks He walked Now I pray walk back And say fools weve And well celebrate happy new beginning Chances never show But know find Every night time close Just case miss me Ill welcome Thats I keep going back Thats I keep goin back Joes,I Keep Going Back To Joe's 
2447,Nat King Cole,Hip-Hop,Im gonna sit right write letter And make believe came Im gonna write words oh sweet Theyre gonna knock feet A lot kisses bottom Ill glad I got em Im gonna smile say I hope feeling better And close love way Im gonna sit right write letter And make believe came Im gonna sit right write letter And make believe came Im gonna write words oh sweet yeah Lotta kisses bottom Ill glad I got em Im gonna smile say I hope feeling better And close love way Im gonna sit right write letter And make believe came Im gonna sit right write letter And make believe came Make believe came,I'm Gonna Sit Right Down (And Write Myself A Letter) 
2448,Nat King Cole,Hip-Hop,The blues care whos got em The blues care cries And nights care whos lonely Or whose tears whose eyes When someones heart broken The blues blame Cause blues care whos got em So added name And nights care whos lonely Or whose tears whose eyes When someones heart broken The blues blame Cause blues care whos got em So added name,The Blues Don't Care 
2449,Nat King Cole,Hip-Hop,Grown accustomed looks Oh I Ive grown grown accustomed voice Ive grown accustomed face She almost makes day begin Ive grown accustomed tune She whistles night noon Her smile frowns ups downs Are second nature Second nature Like breathing breathing Breathing breathing in I serenely independent content met Surely I could always way yet Ive grown accustomed looks Accustomed voice accustomed face Grown accustomed looks Grown accustomed voice Ive grown accustomed face She almost makes day begin Day begin Ive gotten used hear say Good morning everyday Her joys woes highs lows Are second nature Second nature Like breathing breathing Breathing breathing in Im grateful woman easy forget Rather like habit one always break yet Ive grown accustomed trace something air Accustomed face Grown accustomed looks Grown accustomed trace Ive grown accustomed voice Grown accustomed face Shes like second nature Like breathing breathing Breathing breathing in I serenely independent content met Surely I could always way yet Ive grown accustomed looks Accustomed voice accustomed face Her looks I cant believe Her trace How much I love her Her voice Her face Im addicted you baby Her looks Her trace Because love drives away Her voice Her face Grown accustomed voice You know I finally realize Grown accustomed face I got hold side Grown accustomed looks I wanna be ornament Grown accustomed trace Cause I love you baby please take hand Grown accustomed voice Ill good everyday Grown accustomed face Ive grown accustomed Grown accustomed looks Grown accustomed trace Cant live living without you Grown accustomed voice Grown accustomed face Cant live cant live anymore,I've Grown Accustomed To Her Face (Lerner / Loewe) 
2450,Nat King Cole,Hip-Hop,Oh crying shoulder somebody else Crying Im sighing Holding sweet sensation But want love want consolation Though smile someone smile I share tears blue Youre crying shoulder somebody else While heart crying Youre crying shoulder somebody else While heart crying While heart crying,You're Crying On My Shoulder 
2451,Nat King Cole,Hip-Hop,Look going Theres danger ahead The signal showing A definite red Look Youre caught pot Whatever brewing Stay pot You better get wise heres I advise When sighs squeeze Freeze blame breeze Start sneeze get measles Shell get balance Then suddenly shove duck When throws hook Dont let heart get took Pick pack cook Oh look out look love Look rowing Stay close bank That river flowing Right tank Look ramble Youre loose Youre liable amble Ride noose You better look better turn Like trout At dam scram take lamp Its jam stampede Shell talk lawyer Shell get marriage book And shell pick perfect look Her welcome masks shook Oh look out look love,Look Out For Love 
2452,Nat King Cole,Hip-Hop,My grammar aint good And Ive got PhD But theres important things Than college degree I think get I mean I think get I mean Your chick matters I think get I mean There ways keep happy Ways lose tune I take advice one I know I think get I mean I think get I mean Your chick matters I think get I mean You give lots kisses And dine good food Work keep cheerful And loving mood I think get I mean I think get I mean Your chick matters I think get I mean Therere times shell stay late And feeling blue Go ball son Shell come running back I think get I mean I think get I mean Have ball I think get I mean,I Think You Get What I Mean 
2453,Nat King Cole,Hip-Hop,Joy world Lord come Let earth receive King Let every heart prepare room And Heaven nature sing And Heaven nature sing And Heaven heaven nature sing Joy world Saviour reigns Let men songs employ While fields floods rocks hills plains Repeat sounding joy Repeat sounding joy Repeat repeat sounding joy He rules world truth grace And makes nations prove The glories righteousness And wonders love And wonders love And wonders wonders love,Joy to the World 
2454,Nat King Cole,Hip-Hop,When Sunny gets blue eyes get gray cloudy Then rain begins fall pitterpatter pitterpatter Love gone matter No sweet lover man comes call When Sunny gets blue breaths sigh sadness Like wind stirs trees Wind sets leaves swaying Like violin playing strange haunting melodies People used love hear laugh see smile Thats got name Since sad affair lost smile changed style Somehow But memories fade pretty dreams rise Where dreams fell Hurry new love hurry here kiss away lonely tear And hold near Sunny gets blue People used love hear laugh see smile Thats got name Since sad affair lost smile changed style Somehow Hurry new love hurry here kiss away lonely tear And hold near Sunny gets blue,When Sunny Gets Blue 
2455,Nat King Cole,Hip-Hop,I want see tomorrow Unless I see Tomorrow say Will lovely day A bright new sun suddenly break But I want see tomorrow Unless I see Tomorrow I hear The clouds disappear The door happiness open wide But I want see tomorrow Unless side Dont want walk alone Dont want dream alone Just want close heart For love gone How I face dawn Sunday Monday I cant face one day Until say mine Oh darling please mine And make bright tomorrow young new But I want face tomorrow Unless I see Tomorrow I hear The clouds disappear The door happiness open wide But I want see tomorrow Unless I see,I Don't Want To See Tomorrow 
2456,Nat King Cole,Hip-Hop,Caroling caroling go Christmas bells ringing Caroling caroling snow Christmas bells ringing Joyous voices sweet clear Sing sad heart cheer Ding dong ding dong Christmas bells ringing Caroling caroling town Christmas bells ringing Caroling caroling down Oh Christmas bells ringing Mark ye well song sing Gladsome tidings bring Ding dong ding dong Christmas bells ringing Caroling caroling go Its Christmas Joyous voices sweet clear Sing sad heart cheer Ding dong ding dong Ding dong ding dong Oh caroling caroling town Christmas bells ringing Caroling caroling Christmas ringing Mark thee well song sing Gladsome tidings bring Ding dong ding dong Christmas bells ringing Oh caroling Caroling caroling Were caroling Caroling caroling Through town go Caroling caroling And theres lots voices cheer Caroling caroling Sweet clear Bells ringing fine Its wonderful time year Far near Oh caroling,"Caroling, Caroling "
2457,Nat King Cole,Hip-Hop,If I expected love first kissed Blame youth If you I exist Blame youth I believed everything Like child three You meant everything All world If mind night day Blame youth If I forgot eat sleep pray Blame youth If I cried little bit When first I learned truth Dont blame heart Blame youth If mind night day Blame youth If I forgot eat sleep pray Blame youth If I cried little bit When first I learned truth Dont blame heart Blame youth,Blame It on My Youth 
2460,Nat King Cole,Hip-Hop,Yes I understand Im set free Yes I understand love I understand heart Stoled love drew us apart I understand Ill let go I tried best things I thought would please you dear I never dreamed time would come When would Yes I understand Im supposed Find someone else take place And I live hundred years Ill find way hide tears I understand Ill let go I tried best things I thought would please you dear I never dreamed time would come When would Yes I understand Im supposed Find someone else take place And I live hundred years Ill find way hide tears I understand Ill let go,I Understand 
2461,Nat King Cole,Hip-Hop,Lost April Where go Like winters snow I saw vanish Lost April So soft warm A memory Not even time banish Lost April That taught A single kiss Could lead Heaven But April numbered days So passed Love last I lost love April So passed Love last I lost love April,Lost April 
2462,Nat King Cole,Hip-Hop,If ever told sweet kiss could I would said Impossible impossible me And said Id find beyond rainbows end I would said Impossible impossible friend To dream might Is strange enough But seems Im living dream Too beautiful If said moonbeam could calm stormy sea I would said Impossible last I see That nothing impossible I would said Impossible last I see That nothing impossible,Impossible 
2463,Nat King Cole,Hip-Hop,Got morning along dawn Without warning I found gone Why it How could it Shed never done Am I blue Am I blue Aint tears eyes tellin you Am I blue Youd If dreams schemes fell Was time I one But Im sad lonely one Was I gay till today Now gone were Am I blue,Am I Blue? 
2464,Nat King Cole,Hip-Hop,Missed Saturday dance Heard crowded floor Couldnt bear without Dont get around much anymore Thought Id visit club Got far door Theyd asked Dont get around much anymore Oh darling I guess minds ease But nevertheless stir memories Been invited dates Might gone Awfully different without Dont get around much anymore,Don't Get Around Much Anymore 
2465,Nat King Cole,Hip-Hop,So ropes The tricks trade The rules road Youre one dopes For made The rules road You follow kiss And recklessly miss A bend road Then suddenly The end road So love hoax A glittering stream Of little white lies But jokes And bring The tears eyes Well love often shows A funny return The brighter glows The longer burn And Lord knows Love little concern For fools road But thats goes You live learn The rules road But thats goes You live learn The rules road And everyone knows That thats goes The rules road,Rules Of The Road 
2467,Nat King Cole,Hip-Hop,Last night I dream My heart began cry I saw kissing someone new But dreams tell lie The moon bright held tight I heard softly sigh Two silhouettes swaying What words saying No wonder Ive praying That dreams tell lie For theres smoke find fire And dreams I saw gleam desire Tonight well meet along street And fears fly Your loving arms hold And enfold Your kiss soon told That dreams tell lie For theres smoke find fire And dreams I saw gleam desire Tonight well meet along street And fears fly Your loving arms hold And enfold Your kiss soon told That dreams tell lie,Dreams Can Tell A Lie 
2468,Nat King Cole,Hip-Hop,Rambling rose rambling rose Why ramble one knows Wild wind blown thats grown Who paint rambling rose Rambling rose rambling rose Why ramble one knows Who love love true When rambling days gone Rambling rose rambling rose Why I want heaven knows Though I love love true Who cling rambling rose,Rambling Rose 
2469,Nat King Cole,Hip-Hop,Ive found love Avalon beside bay I left love Avalon sailed away I dream Avalon dusk til dawn And I think Ill travel Avalon Yes Ive found love Avalon beside bay I left love Avalon sailed away Oh I I dream Avalon dusk dawn And I think Ill travel Avalon yeah,Avalon 
2470,Nat King Cole,Hip-Hop,This cant love I feel well No sobs sorrows sighs This cant love I get dizzy spells My head skies My heart stand still hear beat This sweet love This cant love I feel well But still I love look eyes oh yeah My heart stand still hear beat Oh sweet love This cant love I feel well But still I love look eyes But still I love look eyes,This Can't Be Love 
2471,Nat King Cole,Hip-Hop,The partys Its time call day Theyve burst pretty balloon And taken moon away Its time wind The masquerade Just make mind The piper must paid The partys The candles flicker dim You danced dreamed night It seemed right Now must wake up dreams must end Take makeup partys Its over friend The partys Its time call day Now must wake up dreams must end Take makeup partys Its over friend Its over friend,The Party's Over 
2472,Nat King Cole,Hip-Hop,No one talk with No one walk Im happy shelf Aint misbehavin Im savin love I know certain one I love Im flirtin Im thinkin Aint misbehavin Im savin love Like Jack Horner corner Dont go nowhere I care Your kisses worth waiting for believe I stay late care go Im home eight radio Aint misbehavin Im savin love Like Jack Horner corner Dont go nowhere I care Your kisses worth waiting for believe I stay late care go Im home eight radio Aint misbehavin Im savin love,Ain't Misbehavin' 
2473,Nat King Cole,Hip-Hop,What good dream plan scheme The rainbow pursue Its everything nothing Without someone tell How eager get star But journeys Youre lonely dreamer Without someone tell Therell blue days hard get days Days want die Soon older worlds colder When theres shoulder cry Castles air empty bare With one share view The moonlight merely moonlight Theres magic in I love you Without someone someone tell The moonlight merely moonlight Theres magic I love you Without someone someone tell,Someone To Tell It To 
2474,Nat King Cole,Hip-Hop,Come love Across sea Return paradise All life worthwhile Is isle Return paradise Velvet moon Evil turns love Love evermore Come find Your peace mind Return paradise Velvet moon Evil turns love Love evermore Come find Your peace mind Return paradise,Return To Paradise 
2475,Nat King Cole,Hip-Hop,Someone longs caress Hes learning empty arms Someone used know kiss long ago That someone happens How misses must confess Without you hes like driftwood sea Hes dreamer still love That dreamer happens Ill never know parted Its I comprehend I know departed You started night end Perhaps therell come time alone Your heart still haunted memory If then chance find theres someone mind I hope happens Perhaps therell come time alone Your heart still haunted memory If chance find theres someone mind I hope happens I hope happens,It Happens To Be Me 
2476,Nat King Cole,Hip-Hop,I keep goin back Joes table corner Sippin wine staring door Our old waiter knows were Still sets place you everything way I keep goin back Joes man plays piano Never plays favorite melody Joe keeps busy bar never asks He walked Now I pray walk back say fools weve And well celebrate happy new beginning Chances never show know find Every night time close Just case miss me Ill welcome Thats I keep going back Thats I keep goin back Joes,I Keep Goin' Back To Joe's 
2477,Nat King Cole,Hip-Hop,Gone got blues Paris Paris blues called Azurete How I blue Paris Easy cause far away Cant lose blues This Azurete Moments springtime Eiffel Tower Funny taxes kids play Paris without lonesome Yearning day Cant lose blues This Azurete If knew much I need Youd come back stay Having Paris Really way To lose blues This Azurete Cant lose blues This Azurete,Azure-Te 
2478,Nat King Cole,Hip-Hop,I miss you Since went away dear Miss More I say dear Daytime nighttime Nothing I Can make forget That I still love Miss you In dreams I kiss Whispering Darling I miss Tell me ever miss me As I miss Kiss you In dreams I kiss Whispering Darling I miss Tell me ever miss me As I miss,Miss You 
2479,Nat King Cole,Hip-Hop,Got world string Im sitting rainbow Got fat string tied around finger What world life Im love Got song I sing I make rain go Any time I move finger Lucky me cant see Im love Lifes beautiful thing Long I hold string Id silly If I ever let go Got world string Im sitting rainbow Got fat silly string tied around finger What world life Im love Got world string Im sitting rainbow Got fat silly string tied around finger What world life Im love,I've Got The World On A String 
2481,Nat King Cole,Hip-Hop,Sometimes Im happy Sometimes Im blue My disposition Depends I never mind The rain sky If I find The sun eyes Sometimes I love Sometimes I hate But I hate Its cause I love Thats I So I do Im happy Im Sometimes I love Sometimes I hate But I hate Its cause I love Thats I So I do Im happy Im Im happy Im,Sometimes I'm Happy 
2484,Nat King Cole,Hip-Hop,Three little words Oh Id give wonderful phrase To hear three little words Thats Id live rest days And I feel heart tell sincerely No words tell half clearearly Three little words wight little letters Which simply mean I love And I feel heart tell sincerely No words tell half clearearly Three little words eight little letters Which simply mean I love Simply mean I I love,Three Little Words 
2485,Nat King Cole,Hip-Hop,Dont blame For falling love Im spell But I help it Dont blame Cant see When things do If I cant conceal The thrill Im feeling Dont blame I cant help If doggone moon Makes need Someone like love Blame kiss As sweet kiss And blame charms That melt arms But blame Blame kiss As sweet kiss And blame charms That melt arms But blame Blame charms That melt arms But blame,Don't Blame Me 
2486,Nat King Cole,Hip-Hop,I cant forget night I met Thats Im dreaming Now call madness But I call love You made promise faithful By stars And call madness But I call love My heart beating It keeps repeating constantly Youre Im needing Im pleading Please come back You made plaything romance What thinking of Now call madness But I call love You made plaything romance And thinking of For call madness But I call love,"You Call It Madness, But I Call It Love "
2488,Nat King Cole,Hip-Hop,I went London town clear mind Then Paris fun I find I found I leave memories behind Where I go without you Tried seeing Singapore Went Vienna I found there Even Switzerland memory came Where I go without you I wanted travel I wanted romance I chased rainbow across sea Im tired faces quaint old places If cant Back boat farewell France Farewell London town chance Ill trade sights Ive seen one loving glance Where I go without you Im tired faces quaint old places If cant Back boat farewell France Farewell London town chance Ill trade sights Ive seen one loving glance Where I go without you,Where Can I Go Without You ? 
2489,Nat King Cole,Hip-Hop,Roll lazy hazy crazy days summer Those days soda pretzels beer Roll lazy hazy crazy days summer Dust sun moon sing song cheer Just fill basket full sandwiches weenies Then lock house up set And beach see girls bikinis As cute ever never get em wet Roll lazy hazy crazy days summer Those days soda pretzels beer Roll lazy hazy crazy days summer Youll wish summer could always Roll lazy hazy crazy days summer Those days soda pretzels beer Roll lazy hazy crazy days summer Dust sun moon sing song cheer Dont tell girl fella drivein Or romantic movie scene Right moment lovers start arrivin Youll see kissin cars screen Roll lazy hazy crazy days summer Those days soda pretzels beer Roll lazy hazy crazy days summer Youll wish summer could always Youll wish summer could always Youll wish summer could always,"Those Lazy, Hazy, Crazy Days of Summer "
2490,Nat King Cole,Hip-Hop,Oh long long May December But days grow short reach September When autumn weather turns leaves flame One got time waiting game Oh days dwindle precious September November And precious days Ill spend These precious days Ill spend,September Song 
2491,Nat King Cole,Hip-Hop,Theres one place Near Its like heaven Near Times were apart I cant face heart Say never stray More two lips away If hours could spent Near Id content Near Make life worthwhile By telling Ill Spend rest days Near If hours could spent Near Id content Near Make life worthwhile By telling Ill Spend rest days Near Ill spend rest days Near Spend rest days Near,Near You 
2493,Nat King Cole,Hip-Hop,Hark herald angels sing Glory new born King Peace earth mercy mild God sinners reconciled Joyful ye nations rise Join triumph skies With th angelic host proclaim Christ born Bethlehem Hark herald angels sing Glory new born King Hail Heaven born Prince Peace Hail Son Righteousness Light life He brings Risen healing His wings Mild He lays His glory Born man may die Born raise sons earth Born give second birth Hark herald angels sing Glory new born King,Hark! The Herald Angels Sing 
2494,Nat King Cole,Hip-Hop,Red sails sunset way sea Oh carry loved one home safely She sailed dawning day Ive blue Red sails sunset Im trusting Swift wings must borrow Make straight shore We marry tomorrow And goes sailing Red sails sunset way sea Oh carry loved one home safely Swift wings must borrow Make straight shore We marry tomorrow And goes sailing Red sails sunset Way sea Ooh wee ooh weeooh Oh carry loved one Home safely me,Red Sails In The Sunset 
2495,Nat King Cole,Hip-Hop,Brush tears eyes And try realize That ache heart Brush tears eyes And try realize That Ill always true I went away But I mean stay And I regret Until dying day Brush tears eyes And try realize That ache heart Brush tears eyes And try realize That ache heart Brush tears eyes And try realize That Ill always true I went away But I mean stay And I regret Until dying day Brush tears eyes And try realize That ache heart That ache heart,Brush Those Tears From Your Eyes 
2496,Nat King Cole,Hip-Hop,Get coat hat Leave worries doorstep Just direct feet To sunny sunny side street Cant hear pit pat Of happy little tune step Life sweet On sunny sunny side street I used walk shade With blues parade Im afraid worries The roads crossed Whennever I cent Id rich Rockefeller With gold dust feet On sunny sunny side street When hope You invest Incomprehensible Lead worries doorstep One one direct feet To side street thats sunny Cant hear pitapat The ratatat happy tunes step Life sweet On side street thats sunny I used walk shade With blues parade Im afraid cause worries And roads crossed If number never comes Well still rich like Feller And Constantine Dmello Golds feet On side street thats sunny I used walk shade With blues parade Im afraid cause worries And roads crossed If number never comes Well still rich like Feller And Constanine Dmello Golds feet On side street thats sunny On side street thats sunny,On The Sunny Side Of The Street 
2497,Nat King Cole,Hip-Hop,Youre nobody til somebody loves Youre nobody til somebody cares You may king may possess world gold But gold bring happiness growing old The world still same never change As sure star shines Youre nobody til somebody loves So find somebody love The world still same never change As sure star shines Youre nobody til somebody loves So find somebody love So find somebody love,You're Nobody 'Til Somebody Loves You 
2498,Nat King Cole,Hip-Hop,Because mine The brightest star I see Looks down love envies Because mine Because mine Because mine The breeze hurries Becomes melody why Because mine Because mine I know long As I may live Ill live kiss That alone may give And kiss That thunder dear Its poor heart You hear applause Because mine I know long As I may live Ill live kiss That alone may give And kiss That thunder dear Its poor heart You hear applause Because mine,Because You're Mine 
2499,Nat King Cole,Hip-Hop,It one things Just one crazy flings One bells rings Just one things It one nights Just one fabulous flights A trip moon gossamer wings Just one things If wed thought bout end When started painting town Wed aware love affair Was hot cool So goodbye dear Amen Heres hoping well meet It great fun But one things Just one bells rings Just one things A trip moon gossamer wings Just one things If wed thought bout end When started painting town Wed aware love affair Was hot cool So goodbye dear Amen Heres hoping well meet It great fun But just one things,Just One of Those Things 
2500,Nat King Cole,Hip-Hop,L way look O one I see V very extraordinary E even anyone adore Love I give Love game two Two love make Take heart please break Love made L way look O one I see V very extraordinary E even anyone adore Love I give Love game two Two love make Take heart please break Love made Love made Love made,Love Was Made For Me And You 
2501,Nat King Cole,Hip-Hop,Hello everybody Nat King Cole To start things off heres little thing Called Its almost like love What day What rare mood Im Why almost like love Theres smile face For whole human race Why almost like love All music life seems Like bell ringing And way I feel When bell starts peal I would swear I falling Swear I falling Why almost like love All music life seems Like bell ringing And way I feel When bell starts peal I would swear I falling Swear I falling Why almost like love,Almost Like Being Love 
2502,Nat King Cole,Hip-Hop,Another bride Another June Another sunny honeymoon Another season Another reason For makin whoopee A lot o shoes A lot o rice The groom nervous He answers twice Its really killin That hes willin To make whoopee Picture little love nest Down roses cling Picture sweet love nest See year bring Hes washin dishes And baby clothes Hes ambitious He even sews But forget folks Thats get folks For makin whoopee Hes washin dishes And baby clothes Hes ambitious He even sews But forget folks Thats get folks For makin whoopee whoopee whoopee,Makin' Whoopee 
2503,Nat King Cole,Hip-Hop,Im walkin door mind Im walkin door mind But every step away you I feel like cryin I walked street talkin I walked street talkin No matter conscience says Im thinkin bout nobody else I met brand new chick phone make date I met brand new chick phone make date But I rang number I got number mistake You say love me baby know You say love me baby know Im sure one thing Im love,Walkin' 
2504,Nat King Cole,Hip-Hop,Tangerine claim With eyes night And lips bright flame Tangerine dances Senoritas stare caballeros sigh And Ive seen toasts Tangerine Raised every bar across Argentine Yes run But heart belongs one Her heart belongs Tangerine Senoritas stare caballeros sigh And Ive seen toasts Tangerine Raised every bar across Argentine Yes run But heart belongs one Her heart belongs Tangerine Yes run But heart belongs one Her heart belongs Tangerine,Tangerine 
2505,Nat King Cole,Hip-Hop,Come take trip rocket ship Well lovely afternoon Kiss world goodbye away fly Destination moon Travel fast light til were lost sight The earth like toy balloon What thrill get ridin jet Destination moon Well go up up up Straight moon two High starry blue Ill world So away steal space mobile A supersonic honeymoon Leave cares Pull switch lets go Destination moon Destination moon Destination moon There time colorful thing Was call date bicycle built two But cars trains even planes day Now time due call modern atomic way Well go up up up Straight moon two High starry blue Ill world So away steal space mobile A supersonic honeymoon Leave cares Pull switch lets go Destination moon,Destination Moon 
2506,Nat King Cole,Hip-Hop,I saw three ships come sailing On Christmas Day Christmas Day I saw three ships come sailing On Christmas Day morning On Christmas Day morning And ships three On Christmas Day Christmas Day And ships three On Christmas Day morning On Christmas Day morning The Virgin Mary Christ On Christmas Day Christmas Day The Virgin Mary Christ On Christmas Day morning And Angels Heaven shall sing On Christmas Day Christmas Day And Angels Heaven shall sing On Christmas Day morning Then let us rejoice On Christmas Day Christmas Day Then let us rejoice On Christmas Day morning On Christmas Day morning,I Saw Three Ships 
2507,Nat King Cole,Hip-Hop,This end beautiful friendship It ended moment ago This end beautiful friendship I know cause eyes told Weve always Like sister brother Until tonight When looked That end beautiful friendship And beginning love That end beautiful friendship And beginning love,A Beautiful Friendship 
2509,Nat King Cole,Hip-Hop,Hajji Hajji Hajji Hajji Hajji Hajji Hajji Hajji Hajji Hajji Hajji Hajji Hajji Baba Hajji Baba Hajji Baba Hajji Baba Hajji Baba He always love love love Come tent oh beloved Bring lips warm sun Hear lament oh beloved Come arms oh wonderful one Enter heart stay forever Lost spell stars And well like man Hajji Baba Always love always love Hajji Hajji Hajji Hajji Hajji Hajji Hajji Hajji Hajji Hajji Hajji Hajji Hajji Baba Hajji Baba Hajji Baba Hajji Baba Hajji Baba He always love love Deep soul carefully hidden Theres desire indiscreet Hajji said love forbidden Love sweet love sweet Hajji Hajji Hajji Hajji Hajji Baba Hajji Baba Hajji Baba Hajji Baba Hajji Baba He always love love love Come arms oh beloved Hajji Hajji Hajji Hajji Hajji Hajji Hajji Hajji,Hajji Baba 
2510,Nat King Cole,Hip-Hop,Dinner one please James Madame dining Yes may bring wine Love plays funny games Dinner one please James Close madames room weve parted Please look downhearted Love plays funny games Seems best friend told another I chance deny You know never another Someday shell find lie Maybe blame Leave silent hours No move favorite flowers Dinner one please James Maybe blame Leave silent hours No move favorite flowers Dinner one please James,"Dinner For One Please, James "
2512,Nat King Cole,Hip-Hop,I laughed day I saw leave I laughed said Id never grieve But laughter came tears I told friends I care I laughed whole affair But laughter came tears My pride kept showin That I blue But never know What Ive My lips concealed heart pain I made believe vain For laughter came tears My pride kept showin That I blue But never know What Ive My lips concealed heart pain I made believe vain For laughter came tears,After My Laughter Came Tears 
2513,Nat King Cole,Hip-Hop,Buon Natale means Merry Christmas Buon Natale everyone Happy New Year lots fun Buon Natale may wishes come true Buon Natale Italy means Merry Christmas Far away across sea sunny Italy Theres quaint little town Not clock wound For century They know time year And one seems care And reason Christmas season Is celebrated year Oh Buon Natale Merry Christmas Buon Natale everyone Happy New Year lots fun Buon Natale may wishes come true Buon Natale Italy means Merry Christmas,Buon Natale (La Spagnola) 
2514,Nat King Cole,Hip-Hop,My heart tells me fling Yet say love means everything Do mean saying Or little game were playing My heart tells me I cry Lips kiss like could lie If Im fool enough see Will I sorry I do Should I believe heart you My heart tells me I cry Lips kiss like could lie If Im fool enough see Will I sorry I do Should I believe heart you,My Heart Tells Me 
2515,Nat King Cole,Hip-Hop,Siempre que te pregunto Que cuÃƒÂndo cÃƒÂ³mo dÃƒÂ³nde TÃƒÂº siempre respondes QuizÃƒÂs quizÃƒÂs quizÃƒÂs Y asÃƒÂ pasan los dÃƒÂas Y yo desesperando Y tÃƒÂº tÃƒÂº contestando QuizÃƒÂs quizÃƒÂs quizÃƒÂs EstÃƒÂs perdiendo el tiempo Pensando pensando Por lo que mÃƒÂs tÃƒÂº quieras Hasta cuando hasta cuando Y asÃƒÂ pasan los dÃƒÂas Y yo desesperando Y tÃƒÂº tÃƒÂº contestando QuizÃƒÂs quizÃƒÂs quizÃƒÂs,"Quizas, Quizas, Quizas "
