,Lyrics,Artist,Song,Genre
170,"[Intro]
Yah, yah, yah
Yah, yah, yah, yah, yah
Metro, Metro, Metro, Metro, Metro, Metro
If young Metro don't trust you, I'm gon' shoot you[Verse 1]
I don't play, I need my cake
Colder than a winter day
Bitch, I keep a dirty K (21, 21, 21, 21)
Shawty got a fat ass
Say she like the way I swag
Might just buy the bitch a bag (bag, bag, bag, bag)
Yellow Xan', taste a [?] (what?)
Smokin' on a pound of gas
Pussy nigga make me laugh (hah), laugh (hah, hah, hah)
Bitch, I like to get that cash
Do you like to get that cash?
Lil' bitch, then we can get some cash (skrrt, skrrt, skrrt, skrrt)
I ran my money up
An' I ain't talkin' no more (talkin' no more)
Pull up on your block
An' he ain't talkin' no more (pussy ass)
I hit it from the back
Then climb on top of your ho (21, 21)
I got real money
No [?], ho (ya dig?)


Related




 






15 Huge Stars Who Were Backup Singers First







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

[Chorus]
Yee ain't talkin' 'bout a bitch-ass thing (ass thang)
Yee ain't shot a bitch-ass thing (pussy ass nigga)
Yee ain't got a bitch-ass thing (21, 21, 21)
I just bought my bitch a Mustang (skrrt, skrrt, skrrt)
I just bought myself a Musang (a Musang)
You say you gettin' money, who can't? (who can't do that shit?)
You say that you got shooters, they can't aim (they can't shoot that shit)
I spent your life savings on a chain (21, 21, 21)[Verse 2]
21 gang, bitch
You know what I claim, bitch
You know I got stain, bitch
You know that we bang, bitch
Bitch, bitch, lil' biddy bitch
I spent that shit on my wrist
I spent that shit on my clique
Runnin' up racks
Bitch, I got dope on my wrist
Cookin' up dope in the kitchen
Cookin' up dope like it's fish
Bitch, you know it smell like fish
Bitch, you know I got the grits
Who wanna boot up?
(Boot up, boot up, boot up, boot up, boot up)
Shooter, shooter, shooter
I got shooters on deck (yeah)
Pull up on your block an' leave you pussy-niggas wacked
Bitch, I keep extendo, thirty rounds in my TEC
You say that you got shooters, but ain't nobody there







 




[Chorus]
Yee ain't talkin' 'bout a bitch-ass thing (ass thang)
Yee ain't shot a bitch-ass thing (pussy ass nigga)
Yee ain't got a bitch-ass thing (21, 21, 21)
I just bought my bitch a Mustang (skrrt, skrrt, skrrt)
I just bought myself a Musang (a Musang)
You say you gettin' money, who can't? (who can't do that shit?)
You say that you got shooters, they can't aim (they can't shoot that shit)
I spent your life savings on a chain (21, 21, 21)




 ",21 Savage,Ass Thang,Hip-Hop
171,"[Intro]
Aye
Hunnid K spent on a whip
Hunnid K spent on a whip
Hunnid K spent on a whip
Young Metro
Hunnid K spent on a whip, Metro
Hunnid K spent on a whip, Metro
If young Metro don't trust you, I'm gon' shoot you[Hook]
Hunnid K spent on a whip, pause
Hunnid K spent on my bitch, pause
Hunnid K spent in the VIP, pause
Pause
Whipping up dope in the pot, pause
30 round clip on my Glock, pause
Pull up then somebody shot, pause
Pause


Related




 






23 Boy Band Slow Jams That Made You Believe In Love







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

[Verse 1]
Niggas callin' 12, yeah, niggas callin' 12 (21)
We keep it in the street (bitch), we don't want your ass in jail (bitch)
I got clientele (skrrt) like that triple beam scale (skrrt)
Got his ass killed tryna run off with a belt (21)
I just spent 15 hunnid on a belt (belt)
15 hunnid on my main bitch hair (21)
Yeah I'm real right, I took a oath not to tell
If you trynna gang, we gon' shoot you like Adele (pop-pop-pop)
I was runnin' up with fifties, man, one-five for a fifty, man
I got a four hunnid, man, AK hold a hunnid, man
AK hold two hunnid, man, pull up in a mini-van (ooh)
Suckin' on her titties, man, she gon' fuck me an' my man (what?)
I just walked up out the bank, for my money, bitch, I can't
I just drunk a hunnid pints, I just smoked a pound of dank







 




[Refrain]
Yeah, pause, yeah, pause
Yeah-yeah, pause, yeah, pause
Yeah-yeah, pause, yeah, pause
Wow, pause, wow, pause[Verse 2]
Hit a dope, pause (skrrt)
Hit your ho, pause (skrrt)
Whip the bowl, pause (skrrt)
Rob the stove, pause (skrrt)
That was back in the day (the day)
But I still walk 'round with Ks (the Ks)
But I still catch me a case (a case)
Shot to the head, to the face (the face)
Bitch, I'm gon' stay in your place (your place)
Bitch, I might nut on your face (your face)
Bitch, I might nut on your buddy (your buddy)
Bitch, ain't no lovin', no cuddlin' (no cuddlin')
Bitch, I'm gon' shoot like a baller (baller, pow)
Young Savage shoot like D Rose, pause
Young Savage cuffin' these hoes, no
I ain't got nothin' but dick (but balls)
I be on syrup, I got caught
Young Metro know that he hot, sauce
Wanna see me, then it's gon' cost
Went from the projects to [?]
Since I was young, I don' broke laws
Since I was young, I don' broke jaws
She suck the dick like she got four jowls
Bitch I'm a dog with no pause[Refrain]
Bitch, bitch, bitch, bitch, bitch
Hol' up, bitch, hol' up
What you talkin' bout?
Bitch, bitch, it ain't 'bout no check
Bitch, bitch, I don't wanna hear that shit
Bitch, bitch, Young Savage in this bitch, bitch
Bitch, trynna nut on all on your main bitch
Bitch, bitch, I'm still with the gang, bitch
Bitch, better stay in your lane, bitch[Outro]
Yeah, better stay in your lane, ho
Ayy, I got gas like Rambo
Ayy, I got choppers like Rambo
Ayy, they just freed my nigga, Rambo
Ayy, Slaughter Gang, bitch, and we got ammo
Ayy, I don't wear no mother-fuckin' camo
Ayy, I just bought a mother-fuckin' Lambo'
Ayy, I just pooped the roof and popped the [?]
Fuck it, keep all that shit




 ",21 Savage,Pause,Hip-Hop
172,"Related




 






Match These Taylor Swift Songs to Her Ex-Boyfriends







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 









 








 ",21 Savage,Hold Up,Hip-Hop
173,"If young Metro don't trust you I'm gon' shoot youYeah, the game I finessed it, yeah (ooh)
I count up the blessings (count up the blessings)
The diamonds is precious
Ain't having no pressure (no)
I bought the plain Philipe, they said I was being too extra (plain)
I brought the gang with me, he killed 10 with the suppressor
(the gang)
Recording all night, she sleep
Bitch wake up, this dick is for breakfast (wake-up)
Oh, you tryna vibe with me? You gotta be there with no lesser (hey)
Got camera surveillance 'cause all of us made it
The mansion is gated (mansion is gated)
We go gladiator, snub, nose a potato
All black like Darth Vader (yeah)


Related




 






18 Non-Traditional Yet Perfect Wedding Songs







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

Big Ben take it to the hole on 'em
Ain't no room for a hater (whole lane)
Private jet with the whole gang
When I get home, it'll wait (whole gang)
Ain't 'bout to pick up my phone today (brrrr)
Know a nigga about to be wet up (brrrr)
Wanna bet up? (who)
Got hoes in the Nawf on the set up (set up)
Look at my right wrist 'Guets
Sparkles in the watch like X (x)
Karats on my neck have sex (woo)
Fifty-seven nineties on deck (seven ninety)
Runnin' from demons, angels in my dream when I'm leanin' (angels)
Tec-9 wit' the beam (brp brp)
Don't nobody move before the shit start ringing (bow)
Hold your horses, I'm a go cop me a roll of Forgis (wait)
Hop out the range and ghost it (drip)
Luggage on planes is Goyard (luggage)
Got a Mexican plug and a señorita (hey)
This shit hold a dub, turn a nigga to the Grim Reaper (yeah)







 




Yeah, the game I finessed it, yeah (ooh)
I count up the blessings (count up the blessings)
The diamonds is precious
Ain't having no pressure (no)
I bought the plain Philipe, they said I was being too extra (plain)
I brought the gang with me, he killed 10 with the suppressor
(the gang)
Recording all night, she sleep
Bitch wake up, this dick is for breakfast (wake-up)
Oh, you tryna vibe with me? You gotta be there with no lesser (hey)
Got camera surveillance 'cause all of us made it
The mansion is gated (mansion is gated)
We go gladiator, snub, nose a potato
All black like Darth Vader (yeah)From the robbin' to the trappin', I done done it all (facts)
Weed hard, soft, nigga I done sold it all (oh god)
I'ma keep it real, I done cuffed some hoes and all (damn)
He took the stand, I can't believe this nigga told it all (fuck)
I got Tom Ford all on my buckle (yeah)
I just talk to my accountant and a I chuckle (yeah)
I ain't got no trouble with these finances, dog (21)
I buy the shit, I don't finance it, dog
Run the money up, yeah I'm on that real estate shit (21)
Gotta keep two guns, nigga, I see through the fake shit
My dog lost his life and it changed me (damn)
I'm poppin' percocets 'cause the pain deep (21)
Peel a hot box then we did a drive-by (yeah)
Get your kids out the street we finna slide by (yeah)
I came up robbin' real dangerous (21)
They done made a street nigga famous (21, 21)Yeah, the game I finessed it, yeah (ooh)
I count up the blessings (count up the blessings)
The diamonds is precious
Ain't having no pressure (no)
I bought the plain Philipe, they said I was being too extra (plain)
I brought the gang with me, he killed 10 with the suppressor
(the gang)
Recording all night, she sleep
Bitch wake up, this dick is for breakfast (wake-up)
Oh, you tryna vibe with me? You gotta be there with no lesser (hey)
Got camera surveillance 'cause all of us made it
The mansion is gated (mansion is gated)
We go gladiator, snub, nose a potato
All black like Darth Vader (yeah)Hold your horses, I'm a go cop me a roll of Forgis (wait)
Hop out the range and ghost it (drip)
Luggage on planes is Goyard (luggage)
Got a Mexican plug and a señorita (hey)
This shit hold the door, turn a nigga to the Grim Reaper (yeah)




 ",21 Savage,Darth Vader,Hip-Hop
174,"Related




 






Can You Guess The Song By The Emojis?







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 









 








 ",21 Savage,Faded (Rhodymajor Remix),Hip-Hop
175,"[Intro: Young Thug]
Joe McLaren
Wheezy Beatz[Hook: 21 Savage]
Yeah my skinny jeans stuffed
And my diamonds VSs
I'm a real big player I can't pay for no sex (21)
Pockets loaded, chopper loaded
Bitch I'm loaded you know it (I'm loaded)
Give a fuck about a bitch, I pass that hoe to my woadie
21 (hah)
21, 21
Turn up on they ass then (Turn up on they ass then)
Turn up on they ass then (Turn up on they ass then)
Turn up on they ass then (Turn up on they ass then)
Turn up on they ass then (21, 21, 21, 21)
Turn up on they ass then


Related




 






18 Non-Traditional Yet Perfect Wedding Songs







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

[Verse 1: 21 Savage]
I turn up out a bag, bout that cash I got racks
Every pocket issa 20 and a rocket nigga stop it
Why you copy, I got ice like I play hockey, bitch we poppin'
Made 100 last month 'cause yeah I'm poppin', hot like Takis (21)
MISSING LYRICS[Hook: 21 Savage]
Yeah my skinny jeans stuffed
And my diamonds VSs
I'm a real big player I can't pay for no sex (21)
Pockets loaded, chopper loaded
Bitch I'm loaded you know it (I'm loaded)
Give a fuck about a bitch, I pass that hoe to my woadie
21 (hah)
21, 21
Turn up on they ass then (Turn up on they ass then)
Turn up on they ass then (Turn up on they ass then)
Turn up on they ass then (Turn up on they ass then)
Turn up on they ass then (21, 21, 21, 21)
Turn up on they ass then







 




[Verse 2: Young Thug][Hook: 21 Savage]
Yeah my skinny jeans stuffed
And my diamonds VSs
I'm a real big player I can't pay for no sex (21)
Pockets loaded, chopper loaded
Bitch I'm loaded you know it (I'm loaded)
Give a fuck about a bitch, I pass that hoe to my woadie
21 (hah)
21, 21
Turn up on they ass then (Turn up on they ass then)
Turn up on they ass then (Turn up on they ass then)
Turn up on they ass then (Turn up on they ass then)
Turn up on they ass then (21, 21, 21, 21)
Turn up on they ass then




 ",21 Savage,Turn Up On Em,Hip-Hop
176,"Related




 






23 Boy Band Slow Jams That Made You Believe In Love







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 









 








 ",21 Savage,Havoc,Hip-Hop
177,"Yeah, yeahI lost all my friends countin' bands in the Bentley coupe
Diamonds on me doin' handstands, Rosé on my tooth
If she wanna dance, let her dance for the money, ooh
I don't need no friends if you really wanna know the truth
I lost all my friends countin' bands in the Bentley coupe
Diamonds on me doin' handstands, Rosé on my tooth
If she wanna dance, let her dance for the money, ooh
I don't need no friends if you really wanna know the truth



Related




 






11 Delicious Misheard Lyrics About Food







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

Lost a few friends chasin' hand money (On God)
Had the same friends when I was bummy (Straight up)
They should've went and did stand-up
'Cause when the money come, niggas act funny (True)
Crocodile wrist band, 21 Dundee
Yo' bitch skate so fast to the dick
That she'd even go and get a job at Sonic (On God)
Made it from the bottom, I'm a star (21)
Playin' with the stick like a guitar (21)
Why you got a 12 car garage? (Why?)
'Cause I bought six new cars (No lie)
I remember times was dark (I do)
Now I'm backstage with a bar (Big dog)
Couldn't pay the light bill, it was dark (Yeah)
Now I can shine in the dark (On God)
Lost a couple friends
I ain't even really mad though (On God)
I ain't even really mad though (21)
Hard to tell the real from fake
'Cause nowadays, they got masks on
Who gon' be around when the fame and the cash gone?
I lost all my friends countin' bands in a Lambo truck
VVSs on me, fightin' icy like a hockey puck
If she wanna dance, let her dance, watch her pick it up
I don't need no friends, what's a friend if it ain't no trust?







 




I lost all my friends countin' bands in the Bentley coupe
Diamonds on me doin' handstands, Rosé on my tooth
If she wanna dance, let her dance for the money, ooh
I don't need no friends if you really wanna know the truthI lost all my friends countin' bands and I copped a Benz
Pulled up with no army, just the guap and I'm spendin' it
No, no, never lendin' it, that's all for me
I stay greedy with the dollar, givin' no 'pologies
All these mans with they fuckin' hands out
Tryna spare some
I don't never stress, no, I got plenty peso
I been all alone, on my own in my new mansion
Everybody says I went ghost, jump in my Phantom
Paparazzi always tryna press up on me
Ever since I blew up, I don't know nobody (Know nobody)
Yeah, I blew 80 bands only for you to leave
Hey, I know somewhere that my mama prayin' for me (For me)I lost all my friends countin' bands in the Bentley coupe (For me)
Diamonds on me doin' handstands, Rosé on my tooth (For me)
If she wanna dance, let her dance for the money, ooh
I don't need no friends if you really wanna know the truth
I lost all my friends countin' bands in the Bentley coupe
Diamonds on me doin' handstands, Rosé on my tooth
If she wanna dance, let her dance for the money, ooh
I don't need no friends if you really wanna know the truthI lost all my, I lost all my
(Really wanna know the truth)
Hey




 ",21 Savage,All My Friends,Hip-Hop
178,"Yeah
VVS look like a star, yeah
I took the top off the car
We don't abide by the law (No)
You don't know what I done saw (Saw)
Can't leave without it (I can't leave without it)
I keep a stick for the war (Stick)
Checks I deposit (Checks I deposit)
Money just stick with the boy



Related




 






27 Best Ever Songs From Movie Soundtracks







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

Lot of model bitches check for me
Nigga, don't check for me 'less you got checks for me
I kept a stick like a hobo, no checkin' me
Way back when D-Lo had the spot in Trestletree
So many hoes had to get a vasectomy
She left her body home and brought her neck to me
I did a walk-through, they sent a jet to me
Y'all niggas show price less than my travel fee
One of my arms worth a ticket
Watch so much that a car came with it
Back in the day I used to rob with no mask on
Shit on my wrist, I woulda killed the whole house for
And I went to school high, I ain't go to class though
I was with the OGs learnin' 'bout the glass bowl
Caught me with a deuce five, mama kicked my ass, bro
Break yourself, leave his brains on the dashboard
I'm with 'Set and Lil Baby (Yeah)
We got four choppers that's full (21)
Way before rappin', on God,
I was trappin', sneakin' my Glock in Le Coeur (On God)
I got my K from Osama Bin Laden,
Lil' nigga he signed this shit (Straight up)
I'm 4L gang, if you reach for my chain,
Then a nigga gon' die in this bitch (On God)
A-B-C-D-E-F-G Wagon, y'all niggas doin' that big cappin' (21)
I ain't with the friendly shit
Closest thing y'all gettin' to a handshake is the beat clappin' (21)
Your mama gon' have to make a GoFundMe,
Y'all niggas keep doing that sneak jabbin' (Straight up)
Gucci had to kill the whole woods
Just to make Young Savage this motherfuckin' mink jacket (21)







 




VVS look like a star, yeah
I took the top off the car
We don't abide by the law (No)
You don't know what I just saw (Saw)
Can't leave without it (I can't leave without it)
I keep a stick for the war (Stick)
Checks I deposit (Checks I deposit)
Money just stick with the boyCash in and cash out (Cash in and cash out)
I am not lookin' for clout (Nah)
I knew I would figure it out (I knew)
I took the millionaire route (Run it up)
Popped a pill got my head in the cloud (Huh)
Say my name, it'll bring out a crowd (Crowd)
We got paid, now my family proud (On God)
I been drippin' this drip since a childI hit your bitch, she a jump off
Cartier bracelets for her, they don't come off
They get the swag from Atlanta and run off
I make the best one, it stick like a town hall
Runnin' this shit, what the fuck is they talkin' 'bout?
Skinny jeans stuffed with them hundreds, they poke out
S65, I'm in a robot
I'm a real one, ain't running from nobody
Hellcat fast, you know that I show out
Ain't sparin' no bitch, give a fuck 'bout a blowout
If we wanna smoke with you, boy, you can't go out
Still gettin' money my label don't know 'bout
Court-side with the vibe with her toes out
Rich nigga, I come straight out the poor house
Trap goin' crazy right there by Morehouse
Dead and Me, 'Set and more ahks
Bought a Benz, doubled back, bought a trap house
I'm with Savage in the city doin' donuts (Skrrt)
Youngins with me, they got fire, they gon' go nuts
Quarter-million in a baby blue Goyard
Buy it cash then I go in the motor
Drive fast, ain't no pullin' me over
Play with bags, you can tell by the odor
No alcohol, go get me a new sodaVVS look like a star, yeah
I took the top off the car
We don't abide by the law (No)
You don't know what I just saw (Saw)
Can't leave without it (I can't leave without it)
I keep a stick for the war (Stick)
Checks I deposit (Checks I deposit)
Money just stick with the boyYeah, niggas tryna drip like the boy, yeah
I don't gotta get no award, yeah
Live in the bank, don't do fraud, yeah
200 racks on my arm, yeah
I been fuckin' superstars, yeah
Her pussy good, buy a car yeah
You niggas ain't makin' no noise, yeah
You niggas ain't makin' no noise (On God)




 ",21 Savage,Can't Leave Without It,Hip-Hop
179,"Southside on the track, yeah
Yeah
Cut the bullshit, I'm not with it
Call your main bitch, she let me hit it
Haha, ha
Metro Boomin want some more, niggaDiamonds got dripped in a lake (A lake)
I don't be goin' on dates (On dates)
She got an ass, but it's fake (It's fake)
He savin' hoes, need a cape (Cape)
Lil' mama's head supreme (Straight up)
But I'm still rockin' this Bape (On God)
All I know is two guns, nigga
If you a plate, you get ate (Brrat)
Had to put a bitch on pause (Pause)
Me and my dawgs break laws (Laws)
21 gang 'til I fall (Fall)
You could get hit in the jaw (Your jaw)
The chopper can hit all of y'all (Straight up)
Your buddy, your goldfish and dog (All)
Most of my niggas just rob (Wow)
They cut off and hand you your balls (On God)
Hit your BFF, I'm petty (21)
Can't leave the streets, I ain't ready (21)
Me and my hood got married (21)
And my wedding ring was a machete (Straight up)
Need me a Keisha like Belly (Straight up)
Dissin' me, got a nigga's homeboys buried (On God)
They don't come outside, they scary (Scary)
When we start spinnin' niggas' blocks, they telling (Pussy)
Got your baby mama in a yolk (Yolk)
I don't smoke weed, I sell dope (21)
Ain't no back and forth, it's smoke (Smoke)
Pull up on you and your folks (Your folks)
Try to give me head, she choke (Ugh)
We call you a rat 'cause you spoke (Bitch)
All these tennis chains like I'm in a tennis game
Y'all niggas wearin' gold ropes (You're broke)


Related




 






26 Best Breakup Songs Of All Time







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

Killers out the 6 (Zone 6)
Got 'em all hired (Straight up)
Ex-girlfriends (Old hoes)
Got 'em all fired (Bye-bye)
Don't you cross the gang, dawg
We're like barbed wire (Straight up)
Stackin' up these M's
I'm a habitual car buyer (Skrrt)Actin' Hollywood, I kicked her out on Wilshire (Bye)
Got a model and she tighter than a grill plier (Fine)
Sneak and steal my flow
Lot of these rappers slick biters (21)
I'm 4L gang for L, dawg, and we got big rifles (On God)
Let me pop my shit (Yeah)
Keep a big Glock on my hip (Yeah)
One up top, my shit (On God)
I don't like to cock my shit (Straight up)
Y'all niggas gossip and shit (On God)
No more beef, we drop that shit (Straight up)
Y'all niggas talk that shit (Straight up)
Never had a payment
I bought that shit (Straight up, straight up)
VS1 on my wrist (Wrist)
Can't put my tongue on no bitch (No bitch)
'Cause I still kiss my kids (I do)
Ho, you need to fix your wig (You do)
All my brothers did a bid (Straight up)
When they came home, we was rich (Straight up)
Fuck 40 acres and a mule
They got 50 racks and a brand new Sig (On God)
Lil' boy, get up out the way (Yeah)
Lil' boy, we didn't come to play (Yeah)
And I got a partner named Dre (Dre)
You can get beats by Dre (On God)
You can get hit by K (K)
K hit you, that's your last day (Day)
Glock 27, that's bae (21)
Stick the 30 in it, had a baby (Yeah)
My strippers got S-Class 'Cedes (Straight up)
Ride me slow like you drivin' Miss Daisy
I ain't go to school 'cause I was too lazy
Had to cut her off 'cause she was too crazy
Moncler jacket, a letterman (Letterman)
I gotta keep a Beretta, man (Beretta, man)
She screamin' and scratchin' and yellin', man (And yellin', man)
I got her in a falsetto, man (Falsetto, man)







 




Had to put a bitch on pause (Pause)
Me and my dawgs break laws (Laws)
21 gang 'til I fall (Fall)
Me and my dawgs break laws (Laws)
21 gang 'til I fall (Fall)
Me and my dawgs break laws (Laws)
You could get hit in the jaw (Your jaw)
The chopper can hit all of y'all (Straight up)
Your buddy, your goldfish and dog (All)
Most of my niggas just rob (Wow)
They cut off and hand you your balls (On God)




 ",21 Savage,break da law,Hip-Hop
180,"Related




 






23 One Hit Wonders You Still Can't Get Out Of Your Head







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 









 








 ",21 Savage,Organized Crime,Hip-Hop
181,"[Chorus: 21 Savage & Offset]
I'm a gangbangin', chain swangin', chopper totin' Zone 6 nigga (Hey)
Pyrex whipper (Pyrex)
Louis V slippers, Saint Laurent pistol (Ey)
Gucci on my pickle, nut right on her nipple (Ugh)
Young nigga with them M's (Young Nigga), I get disrespectful (Hey)
Treat y'all all the same (Yah), none of y'all bitches ain't special (Nah)
Keep your mouth closed, little bitch I might bless you (Shh, shh
Shhh)[Producer Tag: Future]
If Young Metro don't trust you I'm gon' shoot you


Related




 






27 Best Ever Songs From Movie Soundtracks







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

[Verse 1: 21 Savage]
Bentayga with the backseat table (Yah Yah)
Ain't no limit on the debit, I got paper (Yah Yah)
Don't be calling me ya brother, you a hater
Got new stones on my neck, nigga flooded out
Hurricane Irma on my neck, nigga, flooded out
Hurricane Harvey on my wrist, shit, flooded out
Nigga flooded out, VVS' flooded out
Hit the booty club, nigga, and we flooded out
Take a project bitch, and get her flooded out
You can build a bear, fuck it, I'm finna build a thot
Ice on a nigga nice lights out
Nigga bad, back on, finna put a pipe out
Got that 40 with the dick, nigga, right now
Ass was flat in middle school, but it's right now
I was robbing but I'm fucking with the mic now
I done growed up, nigga
I done sold dust, nigga
Carbon 1 5 turn ya to a cold cut, nigga
Say you wanna pint, I'm flexing with the Robituss, nigga
Put a bomb in my pockets, they done blowed up, nigga







 




[Verse 2: Offset]
I'm a north side nigga
I don't switch sides, nigga (Nah)
Got that .45, nigga (Bam)
I'm a certified nigga (Hey)
Had the skeleton, 41 (Skelly)
That's a big size difference
Richard Mille, one-on-one
That was a wise investment
We always going private (Private)
Always getting a profit (Bag)
Look at this glass I'm cracking
Told her go down, get sloppy (Ooh)
Big on big, don't size it
Birds that sting like the islands (Brrrr)
I had to find some privacy
I filed 'em up like diamonds (Brr Brr)
Check out my record (Yeah)
10k for the chrome, hot bezel (Yeah Yeah)
I got a thing on my bezel (Yeah)
I'm drinking codeine for breakfast (Hoo Hoo)
I get you whacked, I don't even call
I don't even text (I get you whacked)
You know I'ma dog
You know I'ma handle it when I got pressure (Hrrr)
I'm fucking your broad, I tell her to shut up, I give her no extras (smash)
No trespassing, mansion is gated
You not on the guest list (No)
I don't do beef with a peasant
They too quick to tell it (12)
Fuck all them niggas they jealous
Fuck it we bigger than Elvis[Chorus: 21 Savage & Offset]
I'm a gangbanging, chain swanging, chopper toned Zone 6 nigga (Hey)
Pyrex whipper (Pyrex)
Louis V slippers, Saint Laurent pistol (Ey)
Gucci on my pickle, nut right on her nipple (Ugh)
Young nigga with them M's (Young Nigga), I get disrespectful (Hey)
Treat y'all all the same (Yah), none of y'all bitches ain't special (Nah)
Keep your mouth closed, little bitch I might bless you




 ",21 Savage,Disrespectful,Hip-Hop
182,"I think of murder, murder on me mind
Murder on the menu, murder on the timerToday was a good day, ain't have to spray the K
Today was a good day, pour some Actavis
Today was a good day, I woke up with your bitch
Today was a good day, cross her off the list
Today was a good day, ain't have to spray the K
Today was a good day, I sold a brick of yay
Today was a good day, my brother beat his case
Today was a good day, dayMurder with the .45, murder with the nine
Murdering that bitch, put that dick up in her spine
Murder with the .45, murder with the nine
Murdering that bitch, put that dick up in her spine (Uh, ooh)


Related




 






Songs That Will Make You Cry Uncontrollably







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

I don't do love, I don't do hate
I don't do gullible (Gullible, yeah)
Dope in the pantry, serving up candy
Watch looking colorful (Colorful, bling)
Got an extendo, it's a new thing, it got kick with it (Ayy, ayy)
Got a new drum, that pa-rum-pum
I can't miss with it, uh
I'm in the four door (Four door)
Driving it solo (Ayy, nyoom)
Nigga, it's stolen, hope out and park 'em
Nigga, then walk home (Brrap)
All of this gang talk, gang talk
Walk with me, red dot on your head turn green
Turn your Twitter fingers to a crime scene (Splat, splat, splat)
Street sweep sweep sweep (Whoop, whoop)
Wonder how I get the dope so cheap
Plug walk, get the bags off me (Whoop, whoop, whoop)
Two for ten going in all week
Twin Glocks don't pretend round me, uh (Brrt)
Hit the deck, going down 'round me ('Round me)
Couple shots have a 'round 'round me (Ayy, ayy)
One clip but it came twelve deep (Whoop, whoop, whoop)







 




Today was a good day, ain't have to spray the K
Today was a good day, pour some Actavis
Today was a good day, I woke up with your bitch
Today was a good day, cross her off the list
Today was a good day, ain't have to spray the K
Today was a good day, I sold a brick of yay
Today was a good day, my brother beat his case
Today was a good day, dayNiggas they die, many die, die, dead niggas
I pull the trig-, pull the trig-, pull the trigger
Niggas they die, many die, die, dead niggas
I pull the trig-, pull the trig-, pull the triggerGot the bull for 50 things, now he wanna kill me now
50 drums, air his mammy house, do he feel me now?
Left his kinfolk full of leaks, in the street we play for keeps
Closed casket I aimed for his head, shot him in his teeth
Mud nigga, hood nigga, op killer, thot driller
Even Tennesse we got real hitters
Drug dealers, cop killer, gang spitters, sauce drippers
Pussy ass niggas, you need to bleed
Draco bury you like a seed
I know you niggas ain't liking me
Patta, all about that sack-uh
Ran up on me 45 blue Audis back-uh
Rack after rack-uh, you know I'm gone stack-uh
Treat this rap shit, man, like I'm hustling crack-uh, PattaToday was a good day, ain't have to spray the K
Today was a good day, pour some Actavis
Today was a good day, I woke up with your bitch
Today was a good day, cross her off the list
Today was a good day, ain't have to spray the K
Today was a good day, I sold a brick of yay
Today was a good day, my brother beat his case
Today was a good day, day




 ",21 Savage,Good Day,Hip-Hop
